"Kod";"Nazwa";"Rodzaje produktów";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0800000;"LUBUSKIE";"mięso wieprzowe z kością (łopatka) - za 1kg";"2011";11,16;"zł";"";
0800000;"LUBUSKIE";"mięso wieprzowe z kością (łopatka) - za 1kg";"2012";12,04;"zł";"";
0800000;"LUBUSKIE";"mięso wieprzowe z kością (łopatka) - za 1kg";"2013";13,39;"zł";"";
0800000;"LUBUSKIE";"mięso wieprzowe z kością (łopatka) - za 1kg";"2014";12,82;"zł";"";
0800000;"LUBUSKIE";"mięso wieprzowe z kością (łopatka) - za 1kg";"2015";11,23;"zł";"";
0800000;"LUBUSKIE";"mięso wieprzowe z kością (łopatka) - za 1kg";"2016";12,08;"zł";"";
0800000;"LUBUSKIE";"mięso wieprzowe z kością (łopatka) - za 1kg";"2017";12,05;"zł";"";
0800000;"LUBUSKIE";"mięso wieprzowe z kością (łopatka) - za 1kg";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"mięso wieprzowe z kością (łopatka) - za 1kg";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"1999";10,77;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2000";11,75;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2001";13,02;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2002";11,70;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2003";11,44;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2004";13,07;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2005";12,27;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2006";11,70;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2007";12,05;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2008";13,04;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2009";13,60;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2010";12,23;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2011";12,92;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2012";14,77;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2013";14,52;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2014";14,13;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2015";12,93;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2016";13,36;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2017";14,24;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2018";14,46;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe z kością (schab środkowy) - za 1kg";"2019";15,73;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"1999";6,85;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2000";7,93;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2001";9,25;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2002";9,21;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2003";8,35;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2004";9,71;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2005";9,45;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2006";8,63;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2007";8,81;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2008";9,90;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2009";11,29;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2010";10,51;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2011";11,48;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2012";13,17;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2013";13,37;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2014";13,36;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2015";12,51;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2016";12,92;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2017";14,30;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2018";15,20;"zł";"";
0800000;"LUBUSKIE";"mięso  wieprzowe (boczek surowy) - za 1kg";"2019";16,67;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"1999";7,53;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2000";8,10;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2001";9,95;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2002";9,85;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2003";11,14;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2004";14,83;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2005";16,42;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2006";16,31;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2007";17,18;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2008";19,11;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2009";20,42;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2010";20,46;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2011";22,09;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2012";24,58;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2013";25,45;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2014";25,35;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2015";26,09;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2016";25,60;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2017";25,60;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2018";22,34;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe z kością (rostbef) - za 1kg";"2019";22,42;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"1999";10,56;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2000";11,97;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2001";13,14;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2002";13,30;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2003";13,87;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2004";17,32;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2005";20,70;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2006";20,83;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2007";21,56;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2008";23,50;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2009";24,20;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2010";23,52;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2011";27,66;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2012";31,26;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2013";32,79;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2014";32,52;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2015";32,32;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2016";31,07;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2017";31,61;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2018";30,93;"zł";"";
0800000;"LUBUSKIE";"mięso wołowe bez kości (z udźca) - za 1kg";"2019";29,17;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"1999";5,13;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2000";5,36;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2001";5,43;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2002";4,58;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2003";4,64;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2004";5,26;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2005";5,21;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2006";4,53;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2007";5,86;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2008";5,84;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2009";6,42;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2010";5,74;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2011";6,78;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2012";6,81;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2013";6,47;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2014";6,25;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2015";6,25;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2016";5,97;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2017";6,16;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2018";6,27;"zł";"";
0800000;"LUBUSKIE";"kurczęta patroszone - za 1kg";"2019";6,25;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"1999";14,88;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2000";16,93;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2001";18,33;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2002";17,80;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2003";15,91;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2004";16,88;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2005";15,16;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2006";17,42;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2007";17,73;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2008";18,62;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2009";18,05;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2010";17,83;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2011";18,18;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2012";20,07;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2013";19,95;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2014";20,03;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2015";19,96;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2016";20,26;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2017";21,27;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2018";21,74;"zł";"";
0800000;"LUBUSKIE";"kiełbasa "Myśliwska" sucha - za 1kg";"2019";22,96;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"1999";8,51;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2000";9,86;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2001";12,04;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2002";12,23;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2003";11,35;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2004";12,00;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2005";12,49;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2006";11,82;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2007";11,71;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2008";12,21;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2009";13,34;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2010";14,43;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2011";15,19;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2012";15,53;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2013";16,55;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2014";16,86;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2015";16,49;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2016";16,66;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2017";17,78;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2018";19,39;"zł";"";
0800000;"LUBUSKIE";"boczek wędzony z żeberkami - za 1kg";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"1999";15,76;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2000";16,28;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2001";16,90;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2002";15,82;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2003";14,66;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2004";16,71;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2005";16,35;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2006";16,78;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2007";16,95;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2008";17,83;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2009";18,36;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2010";18,10;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2011";18,82;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2012";19,78;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2013";20,19;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2014";20,46;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2015";20,23;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2016";20,73;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2017";21,85;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2018";22,16;"zł";"";
0800000;"LUBUSKIE";"szynka wieprzowa gotowana - za 1kg";"2019";22,08;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"1999";14,12;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2000";14,93;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2001";15,77;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2002";14,95;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2003";14,20;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2004";15,19;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2005";14,45;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2006";14,27;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2007";15,10;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2008";16,05;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2009";16,44;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2010";15,58;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2011";16,59;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2012";17,28;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2013";17,74;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2014";17,73;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2015";16,78;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2016";16,65;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2017";16,72;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2018";16,71;"zł";"";
0800000;"LUBUSKIE";"baleron gotowany - za 1kg";"2019";17,24;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"1999";4,94;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2000";5,88;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2001";6,56;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2002";6,21;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2003";6,02;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2004";6,27;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2005";6,35;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2006";6,37;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2007";6,26;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2008";6,81;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2009";7,96;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2010";8,40;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2011";9,14;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2012";10,37;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2013";10,76;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2014";10,92;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2015";10,82;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2016";10,25;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2017";11,58;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2018";12,13;"zł";"";
0800000;"LUBUSKIE";"salceson "Włoski" - za 1kg";"2019";12,80;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"1999";3,35;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2000";4,10;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2001";4,66;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2002";4,06;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2003";3,64;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2004";4,45;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2005";4,34;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2006";4,27;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2007";4,37;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2008";4,86;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2009";5,94;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2010";6,12;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2011";6,63;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2012";7,31;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2013";7,83;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2014";8,12;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2015";8,14;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2016";8,39;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2017";8,81;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2018";9,04;"zł";"";
0800000;"LUBUSKIE";"kiszka kaszana jęczmienna - za 1kg";"2019";9,28;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"1999";2,97;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2000";2,94;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2001";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2002";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2003";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2004";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2006";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2007";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"konserwa mięsna wieprzowa "Turystyczna" - za 300 g";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"pstrąg świeży niepatroszony - za 1 kg";"1999";;"zł";"";
0800000;"LUBUSKIE";"pstrąg świeży niepatroszony - za 1 kg";"2000";;"zł";"";
0800000;"LUBUSKIE";"pstrąg świeży niepatroszony - za 1 kg";"2001";;"zł";"";
0800000;"LUBUSKIE";"pstrąg świeży niepatroszony - za 1 kg";"2002";;"zł";"";
0800000;"LUBUSKIE";"pstrąg świeży niepatroszony - za 1 kg";"2003";;"zł";"";
0800000;"LUBUSKIE";"pstrąg świeży niepatroszony - za 1 kg";"2004";0,00;"zł";"";
0800000;"LUBUSKIE";"pstrąg świeży niepatroszony - za 1 kg";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"pstrąg świeży niepatroszony - za 1 kg";"2006";8,57;"zł";"";
